station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
Bill Utter Ford,4901 S I-35 E,Denton,TX,76210,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Hilltop Ford Kia,3280 Auto Plaza Dr,Richmond,CA,94806,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
O'Meara Ford Center,400 W 104th Ave,Northglenn,CO,80234,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Antioch University New England,40 Avon St,Keene,NH,3431,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Miller Motor Sales,1196 Milwaukee Ave,Burlington,WI,53105,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Bonnell Ford,353 Cambridge St,Winchester,MA,1890,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Avis Ford,29200 Telegraph Rd,Southfield,MI,48034,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Serra Ford Rochester Hills,2890 S Rochester Rd,Rochester Hills,MI,48307,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Suburban Ford - Ferndale,21600 Woodward St,Ferndale,MI,48220,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Vic Bailey Ford Lincoln,501 E Daniel Morgan Ave,Spartanburg,SC,29302,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Greenwood Ridge Vineyards,5501 Highway 128,Philo,CA,95466,,1,1,Non-Networked,CHADEMO J1772,public,Unknown,BREWERY_DISTILLERY_WINERY
Brattleboro Ford,1147 Putney Rd,Brattleboro,VT,5301,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Clement Ford,1075 W Terra Ln,O'Fallon,MO,63366,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Schicker Ford,3300 S Kingshighway Blvd,St. Louis,MO,63139,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
LA County DBH Lot 77 1,13560 Mindinao Way,Marina Del Rey,CA,90292,,2,,POWERFLEX,J1772,public,Unknown,PAY_LOT
LA County DPH 5555 Ferguson,5555 Ferguson Dr,Commerce,CA,90022,,4,,POWERFLEX,J1772,private,Unknown,MUNI_GOV
LA County DHS Harbor UCLA Parking Structure,1000 W Carson St,Torrance,CA,90502,,8,,POWERFLEX,J1772,public,Unknown,HOSPITAL
LA County DHS MLK Lot C,1720 E 120th St,Los Angeles,CA,90059,,37,,POWERFLEX,J1772,private,Unknown,HOSPITAL
LA County DHS Olive View Lot K,14445 Olive View Dr,Sylmar,CA,91342,,14,,POWERFLEX,J1772,public,Unknown,HOSPITAL
LA County Probation HQ,9150 E Imperial Hwy,Downey,CA,90242,,41,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
Redlands Ford,1221 W Colton Ave,Redlands,CA,92374,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Gorno Bros Ford,22025 Allen Rd,Woodhaven,MI,48183,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Five Star Ford,6618 NE Loop 820,North Richland Hills,TX,76180,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Yankee Ford,165 Waterman Dr,South Portland,ME,4106,,1,,Non-Networked,J1772,public,Unknown,CAR_DEALER
North Brothers Ford,33300 Ford Rd,Westland,MI,48185,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Roy O'Brien Ford,22201 E Nine Mile Rd,St. Clair Shores,MI,48080,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
NAVY EXCHANGE ANNAPOLIS,693 Kinkaid Rd,Annapolis,MD,21402,,2,,ChargePoint Network,J1772,public,Unknown,
MGE OVERTURE ADA,318 W Mifflin St,Madison,WI,53703,,1,,ChargePoint Network,J1772,public,Unknown,
MAIN HOSPITAL SILVER PARKING,11300-11398 128th Ave NE,Kirkland,WA,98034,,2,,ChargePoint Network,J1772,public,Unknown,
MAIN HOSPITAL DEYOUNG1,12039 NE 128th St,Kirkland,WA,98034,,2,,ChargePoint Network,J1772,public,Unknown,
MAIN HOSPITAL BLUE PARKING,12040 NE 128th St,Kirkland,WA,98034,,2,,ChargePoint Network,J1772,public,Unknown,
MGE MONROE LIB ADA,1705 Monroe St,Madison,WI,53711,,1,,ChargePoint Network,J1772,public,Unknown,
Atchinson Ford,9800 Belleville Rd,Belleville,MI,48111,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Jannell Ford of Hanover,2000 Washington St,Hanover,MA,2339,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Briarwood Ford,7070 E Michigan Ave,Saline,MI,48176,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Bob Allen Ford,9239 Metcalf Ave,Overland Park,KS,66212,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Bay City - State Recreation Area,3582 State Park Dr,Bay City,MI,48706,,1,,Non-Networked,J1772,public,Unknown,PARK
Crest Ford,26333 Van Dyke,Center Line,MI,48331,1,1,,Non-Networked,J1772 NEMA520,private,Unknown,CAR_DEALER
Salinas Valley Ford,1100 Auto Center Cir,Salinas,CA,93907,,4,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Shagbark Lumber and Farm Supply,1 Mt Parnassus Millington Rd,East Haddam,CT,6423,,1,,Non-Networked,J1772,public,Unknown,SHOPPING_CENTER
UM PTS PLAZA #2,500-598 W Redwood St,Baltimore,MD,21201,,2,,ChargePoint Network,J1772,public,Unknown,
Mini of Burlington,74 Champlain Dr,Shelburne,VT,5482,,1,,Non-Networked,J1772,public,Unknown,CAR_DEALER
ASPIRIA GARAGE B,6141 Sprint Pkwy Garage B,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE C,6111 Sprint Pkwy Garage C,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE O,6311 Sprint Pkwy Garage O,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE L,6371 Sprint Pkwy Garage L,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE N,6331 Sprint Pkwy Garage N,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE J,6491 Sprint Pkwy Garage J,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE K,6431 Sprint Pkwy Garage K,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE I,6511 Sprint Pkwy Garage I,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
ASPIRIA GARAGE M,6351 Sprint Pkwy Garage M,Overland Park,KS,66251,,2,,ChargePoint Network,J1772,public,Unknown,
Bill Colwell Ford,238 Waterloo Rd,Hudson,IA,50643,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dunphy Motors,7700 Frankford Ave,Philadelphia,PA,19136,,2,,Non-Networked,J1772,private,CALL,CAR_DEALER
John Kennedy Ford,730 Valley Forge Rd,Phoenixville,PA,19460,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Chapman Ford of Horsham,1100 Easton Rd,Horsham,PA,19044,,3,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Pacific Place Garage,22 4Th St,San Francisco,CA,94103,,1,,Volta,J1772,public,Unknown,
JPMorgan Parking Garage,560 Mission St,San Francisco,CA,94105,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Stonestown Galleria Trader Joes,3251 20Th Ave,San Francisco,CA,94132,,2,,Volta,J1772,public,Unknown,
Palmetto Ford Lincoln,1625 Savannah Hwy,Charleston,SC,29407,,3,,Non-Networked,J1772,public,CALL,CAR_DEALER
HAYMKT GREEN 2 LES STATION B,601 P St,Lincoln,NE,68501,,2,,ChargePoint Network,J1772,public,Unknown,
HAYMKT GREEN 2 LES STATION A,601 P St,Lincoln,NE,68501,,2,,ChargePoint Network,J1772,public,Unknown,
Ross Park Mall,1000 Ross Park Mall Dr,Pittsburgh,PA,15237,,6,,Non-Networked,TESLA,public,Unknown,SHOPPING_MALL
National Great Rivers Research and Education Center,1 Confluence Way,East Alton,IL,62002,,1,,Non-Networked,J1772,public,Unknown,RESEARCH_FACILITY
Selby Public Library,1331 1st St,Sarasota,FL,34236,,1,,Non-Networked,J1772,public,Unknown,LIBRARY
Brian Hoskins Ford,2601 E Lincoln Hwy,Coatesville,PA,19320,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Park Ford,400 W Ave,Tallmadge,OH,44278,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Northside Ford,12300 San Pedro,San Antonio,TX,78216,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
The Ford Store,17045 Condit Rd,Morgan Hill,CA,95037,,3,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Rochester Institute of Technology - Lot T,1 Lomb Memorial Dr,Rochester,NY,14623,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Standard Parking,100 Cambridge St,Boston,MA,2114,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
UOP CHARGE LIBRARY 2,N Mocks Landing Rd,Portland,OR,97203,,2,,ChargePoint Network,J1772,public,Unknown,
Capital One - Plano,8000 Dominion Pkwy,Plano,TX,75024,,14,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
5. Long Term Parking West,737 Albany Shaker Road,Albany,NY,12205,,8,,EV Connect,J1772,public,Unknown,
Leskovar Mitsubishi,3020 W Clearwater Ave,Kennewick,WA,99336,,3,,Non-Networked,J1772,public,CALL,CAR_DEALER
City of Saint Albans,15 Lake St,St. Albans,VT,5478,,2,,Non-Networked,J1772,public,CREDIT_CARD_ALWAYS,PAY_GARAGE
City of Cornelia - Train Depot,109 Grant Pl,Cornelia,GA,30531,,1,,Non-Networked,J1772,public,Unknown,PARK
City of Cornelia - North Fire Station,347 Old Historic Highway 441 N,Cornelia,GA,30531,,1,,Non-Networked,J1772,public,Unknown,FIRE_STATION
Dana Ford Lincoln,266 W Service Rd,Staten Island,NY,10314,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Ford of Port Jeff,4869 Nesconset Hwy,Port Jefferson Station,NY,11776,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
BMW SEATTLE BMW SALES,1002 Airport Way S,Seattle,WA,98065,,2,,ChargePoint Network,J1772,public,Unknown,
HAMILTON VW VW_408258_A,2200 NJ-33,Trenton,NJ,8690,,2,,ChargePoint Network,J1772,public,Unknown,
University of Pittsburgh Medical Center - Shadyside,5230 Centre Ave,Pittsburgh,PA,15232,,3,,Non-Networked,J1772,public,Unknown,HOSPITAL
University of Pittsburgh Medical Center - Magee,300 Halket St,Pittsburgh,PA,15213,,1,,Non-Networked,J1772,public,Unknown,HOSPITAL
FedEx,1000 FedEx Dr,Moon Township,PA,15108,,4,,Non-Networked,J1772,public,Unknown,OFFICE_BLDG
Biber's Garage,1250 McKee Rd,Oakdale,PA,15071,,1,,Non-Networked,J1772,public,Unknown,AUTO_REPAIR
Adam Solar Rides,1912 Mayview Rd,Bridgeville,PA,15017,1,2,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Pittsburgh Zoo,1 Wild Pl,Pittsburgh,PA,15206,,1,,Non-Networked,J1772,public,Unknown,PARKING_LOT
University of Pittsburgh Medical Center - University Center,130 Lytton Ave,Pittsburgh,PA,15213,,1,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Forbes Tower,3600 Forbes Ave,Pittsburgh,PA,15213,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Presbyterian Garage,200 Lothrop St,Pittsburgh,PA,15213,,3,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Carnegie Science Center,One Allegheny Ave,Pittsburgh,PA,15212,,1,,Non-Networked,J1772,public,Unknown,MUSEUM
Consol Energy,1000 Consol Energy Dr,Canonsburg,PA,15317,,1,,Non-Networked,J1772,private,Unknown,PARKING_LOT
University of Pittsburgh Medical Center - Shadyside,5115 Centre Ave,Pittsburgh,PA,15213,,3,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Children's Hospital,4401 Penn Ave,Pittsburgh,PA,15224,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Mercy Hospital,1400 Locust St,Pittsburgh,PA,15219,,1,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - St Margaret's Parking Lot,815 Freeport Rd,Pittsburgh,PA,15215,,1,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Passavant Hospital,9000 Babcock Blvd,Pittsburgh,PA,15237,,1,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Towerview Garage,350 Robinson St Ext,Pittsburgh,PA,15219,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
University of Pittsburgh Medical Center - Shadyside South Aiken Garage,520 S Aiken Ave,Pittsburgh,PA,15232,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Best Western - Bentleyville,101 Gosia Dr,Bentleyville,PA,15314,,1,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Westin Convention Center,1000 Penn Ave,Pittsburgh,PA,15222,,1,,Non-Networked,TESLA,public,Unknown,CONVENTION_CENTER
Colorado Mountain College - Glenwood Springs,815 Cooper St,Glenwood Springs,CO,81601,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
McLarty Daniel Chevrolet,1159 N 45th St,Springdale,AR,72762,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Ozark Electric Co-op,3641 Wedington Dr,Fayetteville,AR,72704,,2,,Non-Networked,J1772,public,Unknown,COOP
Cogswell Motors,1900 E Main St,Russellville,AR,72801,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Arkansas Early Learning - Jonesboro,1901 Woodsprings Rd,Jonesboro,AR,72401,,3,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
Arkansas Early Learning - Wynne Head Start,320 Magnolia St,Wynne,AR,72396,,1,,Non-Networked,J1772,private,Unknown,SCHOOL
Arkansas Early Learning - Carlew Templeton,3119 Highway 367 N,Newport,AR,72112,,1,,Non-Networked,J1772,private,Unknown,SCHOOL
Oakhurst Inn,100 Oakhurst Cir,Charlottesville,VA,22903,,1,,Non-Networked,J1772,public,Unknown,HOTEL
City of Roanoke,102 Market St SE,Roanoke,VA,24011,,,1,Non-Networked,CHADEMO,public,Unknown,STREET_PARKING
Oracle,1 Oracle Dr,Nashua,NH,3062,,2,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
Eastern Connecticut State University - Shakespeare Parking Garage,24 Charger Oak Dr,Willimantic,CT,6226,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Gaston Courthouse Community Center,131 N Gaston St,Dallas,NC,28034,,4,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Goodwill,7375 Hardwood Ct,Cottage Grove,MN,55016,,2,,Non-Networked,J1772,public,Unknown,SHOPPING_CENTER
Hayford Ford,1330 301st Ave NE,Isanti,MN,55040,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Polar Chevrolet Mazda,1801 E County Rd F,White Bear Lake,MN,55110,2,,1,Non-Networked,J1772COMBO NEMA520,private,Unknown,CAR_DEALER
New Brighton Ford,1100 Silver Lake Rd NW,New Brighton,MN,55112,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Rosedale Chevrolet,2845 Highway 35 W,Roseville,MN,55113,,3,,Non-Networked,J1772,public,CALL,CAR_DEALER
St. Louis Park - City Hall,5005 Minnetonka Blvd,St. Louis Park,MN,55416,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Fat Jack's Cabaret,1682 Wall Ave,Bock,MN,56313,1,,,Non-Networked,NEMA1450,public,Unknown,OTHER_ENTERTAINMENT
Morrie's Nissan,7875 Brooklyn Blvd,Brooklyn Park,MN,55445,,2,1,Non-Networked,CHADEMO J1772,public,Unknown,CAR_DEALER
California State University - Channel Islands,1 University Dr,Camarillo,CA,93012,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
1000 LAKE SHORE 1000 LSD,130-138 E Oak St,Chicago,IL,60611,,2,,ChargePoint Network,J1772,public,Unknown,
BRCHARGE BRCHARGE,226 N Michigan Ave,Big Rapids,MI,49307,,2,,ChargePoint Network,J1772,public,Unknown,
HARBOUR POINT HBP STATION A,11700 Mukilteo Speedway,Mukilteo,WA,98275,,2,,ChargePoint Network,J1772,public,Unknown,
Mellisoni Vineyard,3155 US 97A,Chelan,WA,98816,,1,,Non-Networked,J1772,public,Unknown,BREWERY_DISTILLERY_WINERY
Asheville Ford,611 Brevard Rd,Asheville,NC,28806,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
EVCP 1 UPHAM HALL,781 W Starin Road,Whitewater,WI,53190,,2,,ChargePoint Network,J1772,public,Unknown,
Zion National Park Lodge,1 Zion National Park Lodge,Springdale,UT,84767,,2,,Non-Networked,J1772,public,Unknown,HOTEL
Evergy - Hutchinson Energy Center,3200 E 30th,Hutchinson,KS,67502,,1,,Non-Networked,J1772,private,Unknown,UTILITY
Evergy - Pittsburg Service Center,1909 S Olive St,Pittsburg,KS,66762,,1,,Non-Networked,J1772,public,Unknown,UTILITY
Evergy - Parsons Service Center,2605 Flynn Dr,Parsons,KS,67357,,1,,Non-Networked,J1772,private,Unknown,UTILITY
Evergy - Wichita System Control Center,777 W Central Ave,Wichita,KS,67203,,1,,Non-Networked,J1772,private,Unknown,UTILITY
TOWER COMPANIES 1828 L ST NW #1,1828 L St NW,Washington,DC,20036,,2,,ChargePoint Network,J1772,public,Unknown,
TOWER COMPANIES 1707 L STREET 1,1707 L St NW,Washington,DC,20036,,2,,ChargePoint Network,J1772,public,Unknown,
METRO NASHVILLE FULTON GARAGE 5,1st Ave S,Nashville,TN,37210,,2,,ChargePoint Network,J1772,public,Unknown,
Butte College - Chico,2320 Forest Ave,Chico,CA,95928,6,1,,eVgo Network,J1772 NEMA520,public,Unknown,COLLEGE_CAMPUS
City of Auburn,1225 Lincoln Way,Auburn,CA,95603,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Unity College,42 Murdock Dr,Unity,ME,4988,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Eagle County,500 Broadway St,Eagle,CO,81631,,,1,Non-Networked,CHADEMO J1772COMBO,public,Unknown,MUNI_GOV
City of Auburn - Train Station,11500 Blocker Dr,Auburn,CA,95603,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Cliff's Elbow Too,1085 Franklinville Rd,Laurel,NY,11948,,1,,Non-Networked,J1772,public,Unknown,RESTAURANT
Cliff's Elbow Room,1549 Main Rd,Jamesport,NY,11947,,1,,Non-Networked,J1772,public,Unknown,RESTAURANT
MGE MONONA CC GP,1011 Nichols Road,Monona,WI,53716,,2,,ChargePoint Network,J1772,public,Unknown,
MGE MONONA CC ADA,1101 Nichols Road,Monona,WI,53716,,1,,ChargePoint Network,J1772,public,Unknown,
Wayne State University - Parking Structure #1,450 W Palmer,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #2,5150 Lodge Service Dr,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #3,45 E Warren,Detroit,MI,48202,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #4,555 E Canfield,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #5,5501 Anthony Wayne Dr,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #6,61 Putnam,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #7,3717 John R,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Parking Structure #8,91 W Forest,Detroit,MI,48202,,6,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Lot #50,1200 W Warren,Detroit,MI,48202,,4,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Wayne State University - Lot #75,545 E Canfield,Detroit,MI,48202,,4,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
HMC 1 HMC1,2100 Wescott Dr,Flemington,NJ,8822,,2,,ChargePoint Network,J1772,public,Unknown,
North Carolina State University - Keystone Science Center,1791 Varsity Dr,Raleigh,NC,27606,,3,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Moonspinner Condominiums,4425 Thomas Dr,Panama City Beach,FL,32408,,2,,Non-Networked,J1772,public,Unknown,MULTI_UNIT_DWELLING
Extra Space Storage,2501 Cesar Chavez St,San Francisco,CA,94124,,1,,Non-Networked,J1772,public,CALL,STORAGE
Extra Space Storage,1860 Vine St,Los Angeles,CA,90028,,1,,Non-Networked,J1772,public,Unknown,STORAGE
EVCP 1 GENERALSERVICES,"449 Fremont Street, Whitewater, WI",Whitewater,WI,53190,,1,,ChargePoint Network,J1772,public,Unknown,
Moffitt's Ford Lincoln & RV,1819 SE Marshall St,Boone,IA,50036,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Green Rock Apartments,1018 19th Ave NE,Minneapolis,MN,55418,,1,,Non-Networked,J1772,public,Unknown,MULTI_UNIT_DWELLING
Green Rock Apartments,1501 Portland Ave S,Minneapolis,MN,55404,,4,,Non-Networked,J1772,public,Unknown,MULTI_UNIT_DWELLING
Green Rock Apartments,2440 Harriet Ave,Minneapolis,MN,55405,,1,,Non-Networked,J1772,public,Unknown,MULTI_UNIT_DWELLING
VASEO VASEO STATION1,16220 N 7th St,Phoenix,AZ,85022,,1,,ChargePoint Network,J1772,public,Unknown,
Folded Hills Farmstead,2323 Old Coast Highway Rd,Gaviota,CA,93117,,1,,Non-Networked,J1772,public,Unknown,BREWERY_DISTILLERY_WINERY
Morong Falmouth Dealership,187 US Route 1,Falmouth,ME,4105,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Destin Commons Mall,4300 Legendary Dr,Destin,FL,32541,,4,,Non-Networked,J1772,public,Unknown,SHOPPING_MALL
LIBBIE MILL A2,4901 Libbie Mill E Blvd.,Richmond,VA,23230,,2,,ChargePoint Network,J1772,public,Unknown,
Canton Town Hall,4 Market St,Canton,CT,6019,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Bishop's Orchards Farm Market,1355 Boston Post Rd,Guilford,CT,6437,,2,,Non-Networked,J1772,public,Unknown,GROCERY
East Norwalk Library,51 Van Zant St,Norwalk,CT,6854,,4,,Non-Networked,J1772,public,Unknown,LIBRARY
Town of Stafford - Town Hall,1 Main St,Stafford Springs,CT,6076,,4,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Windham Town Hall,979 Main St,Windham,CT,6226,,4,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Woodbridge Town Hall,11 Meetinghouse Ln,Woodbridge,CT,6525,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
RMLD ADI WOB STA6 NG,804 Woburn St,Wilmington,MA,1887,,2,,ChargePoint Network,J1772,public,Unknown,
"CFP II, LLC 206",240 E Illinois St,Chicago,IL,60611,,2,,ChargePoint Network,J1772,public,Unknown,
City of Santa Monica - Garage #6,1443 2nd St,Santa Monica,CA,90403,,30,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Tarrytown Metro North Train Station,4173 Green Street,Tarrytown,NY,10591,,5,,EV Connect,J1772,public,Unknown,
Hamilton Parking Garage,365 Hamilton Ave,White Plains,NY,10601,,3,,Non-Networked,J1772,public,Unknown,PAY_GARAGE
Longview Parking Garage,11 Longview Ave,White Plains,NY,10601,,2,,Non-Networked,J1772,public,Unknown,PAY_GARAGE
Lexington-Grove East Garage,100 Main St,White Plains,NY,10601,,3,,Non-Networked,J1772,public,Unknown,PAY_GARAGE
Beacon - Metro North Train Station,1 Ferry Plaza and Beekman Street,Beacon,NY,12508,,4,,EV Connect,J1772,public,Unknown,
Bay Ridge Municipal Parking Garage,8501 5th Ave,Brooklyn,NY,11209,,5,,EV Connect,J1772,public,Unknown,
St. George Courthouse,54 Central Ave,Staten Island,NY,10301,,3,,EV Connect,J1772,public,Unknown,
Jamestown Community College,525 Falconer Street,Jamestown,NY,14701,,2,,EV Connect,J1772,public,Unknown,
Village of Rouses Point,139 Lake Street,Rouses Point,NY,12979,,2,,EV Connect,J1772,public,Unknown,
PIE AE PALMER STATION4,846888 Barton Springs Rd,Austin,TX,78704,,2,,ChargePoint Network,J1772,public,Unknown,
